321264	Soil microbial communities from the East River watershed near Crested Butte, Colorado, United States - ER_DNA_116	ENVO:00000446	terrestrial biome	ENVO:00000292	watershed	ENVO:00001998	soil	Gp0321264
321265	Soil microbial communities from the East River watershed near Crested Butte, Colorado, United States - ER_DNA_117	ENVO:00000446	terrestrial biome	ENVO:00000292	watershed	ENVO:00001998	soil	Gp0321265
321268	Soil microbial communities from the East River watershed near Crested Butte, Colorado, United States - ER_DNA_120	ENVO:00000446	terrestrial biome	ENVO:00000292	watershed	ENVO:00001998	soil	Gp0321268
321275	Soil microbial communities from the East River watershed near Crested Butte, Colorado, United States - ER_DNA_142	ENVO:00000446	terrestrial biome	ENVO:00000292	watershed	ENVO:00001998	soil	Gp0321275
321281	Soil microbial communities from the East River watershed near Crested Butte, Colorado, United States - ER_DNA_151	ENVO:00000446	terrestrial biome	ENVO:00000292	watershed	ENVO:00001998	soil	Gp0321281
321282	Soil microbial communities from the East River watershed near Crested Butte, Colorado, United States - ER_DNA_152	ENVO:00000446	terrestrial biome	ENVO:00000292	watershed	ENVO:00001998	soil	Gp0321282
321287	Soil microbial communities from the East River watershed near Crested Butte, Colorado, United States - ER_DNA_181	ENVO:00000446	terrestrial biome	ENVO:00000292	watershed	ENVO:00001998	soil	Gp0321287
321290	Soil microbial communities from the East River watershed near Crested Butte, Colorado, United States - ER_DNA_184	ENVO:00000446	terrestrial biome	ENVO:00000292	watershed	ENVO:00001998	soil	Gp0321290
321291	Soil microbial communities from the East River watershed near Crested Butte, Colorado, United States - ER_DNA_185	ENVO:00000446	terrestrial biome	ENVO:00000292	watershed	ENVO:00001998	soil	Gp0321291
321300	Soil microbial communities from the East River watershed near Crested Butte, Colorado, United States - ER_DNA_203	ENVO:00000446	terrestrial biome	ENVO:00000292	watershed	ENVO:00001998	soil	Gp0321300
321301	Soil microbial communities from the East River watershed near Crested Butte, Colorado, United States - ER_DNA_204	ENVO:00000446	terrestrial biome	ENVO:00000292	watershed	ENVO:00001998	soil	Gp0321301
321304	Soil microbial communities from the East River watershed near Crested Butte, Colorado, United States - ER_DNA_357	ENVO:00000446	terrestrial biome	ENVO:00000292	watershed	ENVO:00001998	soil	Gp0321304
56854	Ammonia-oxidizing marine microbial communities from Monterey Bay, California, USA - C0912_C27A4_80	ENVO:00000447	marine biome	ENVO:00000032	bay	ENVO:00002150	coastal sea water	Gp0056854
91320	Marine microbial communities from expanding oxygen minimum zones in the Saanich Inlet -  SI072_LV_100m_DNA	ENVO:00000447	marine biome	ENVO:00000137	coastal inlet	ENVO:00002150	coastal sea water	Gp0091320
91323	Marine microbial communities from expanding oxygen minimum zones in the Saanich Inlet -  SI072_LV_150m_DNA	ENVO:00000447	marine biome	ENVO:00000137	coastal inlet	ENVO:00002150	coastal sea water	Gp0091323
56278	Pelagic Microbial community sample from North Sea - COGITO 998_met_05	ENVO:00000447	marine biome	ENVO:01000023	marine pelagic biome	ENVO:00002149	sea water	Gp0056278
111038	Marine microbial communities from expanding oxygen minimum zones in the Saanich Inlet - SI075_LV_DNA_10m	ENVO:00000447	marine biome	ENVO:01000048	ocean biome	ENVO:00002149	sea water	Gp0111038
111041	Marine microbial communities from expanding oxygen minimum zones in the Saanich Inlet - SI075_LV_DNA_135m	ENVO:00000447	marine biome	ENVO:01000048	ocean biome	ENVO:00002149	sea water	Gp0111041
111043	Marine microbial communities from expanding oxygen minimum zones in the Saanich Inlet - SI075_LV_DNA_165m	ENVO:00000447	marine biome	ENVO:01000048	ocean biome	ENVO:00002149	sea water	Gp0111043
111040	Marine microbial communities from expanding oxygen minimum zones in the Saanich Inlet - SI075_LV_DNA_120m	ENVO:00000447	marine biome	ENVO:01000048	ocean biome	ENVO:00002149	sea water	Gp0111040
88402	Marine microbial communities from expanding oxygen minimum zones in the Saanich Inlet -  ESP_90LU_22_DNA	ENVO:00000447	marine biome	ENVO:00000137 		ENVO:00002150 		Gp0088402
88404	Marine microbial communities from expanding oxygen minimum zones in the Saanich Inlet - ESP_105LU_22_DNA	ENVO:00000447	marine biome	ENVO:00000137 		ENVO:00002150	coastal sea water	Gp0088404
88406	Marine microbial communities from expanding oxygen minimum zones in the Saanich Inlet -  ESP_116LU_22_DNA	ENVO:00000447	marine biome	ENVO:00000137 		ENVO:00002150	coastal sea water	Gp0088406
88407	Marine microbial communities from expanding oxygen minimum zones in the Saanich Inlet -  ESP_125SG_5_DNA	ENVO:00000447	marine biome	ENVO:00000137 		ENVO:00002150	coastal sea water	Gp0088407
88408	Marine microbial communities from expanding oxygen minimum zones in the Saanich Inlet -  ESP_153SG_22_DNA	ENVO:00000447	marine biome	ENVO:00000137 		ENVO:00002150	coastal sea water	Gp0088408
88410	Marine microbial communities from expanding oxygen minimum zones in the Saanich Inlet -  ESP_161SG_22_DNA	ENVO:00000447	marine biome	ENVO:00000137 		ENVO:00002150	coastal sea water	Gp0088410
89017	Ammonia-oxidizing marine microbial communities from Monterey Bay, California, USA -  CAN11_04_M0_20	ENVO:00000447	marine biome	ENVO:00000032	bay	ENVO:00002150	coastal sea water	Gp0089017
89019	Ammonia-oxidizing marine microbial communities from Monterey Bay, California, USA - CAN11_17_M020	ENVO:00000447	marine biome	ENVO:00000032	bay	ENVO:00002150	coastal sea water	Gp0089019
89020	Ammonia-oxidizing marine microbial communities from Monterey Bay, California, USA - CAN11_18_M0_10	ENVO:00000447	marine biome	ENVO:00000032	bay	ENVO:00002150	coastal sea water	Gp0089020
89021	Ammonia-oxidizing marine microbial communities from Monterey Bay, California, USA - CAN11_07_M0_10	ENVO:00000447	marine biome	ENVO:00000032	bay	ENVO:00002150	coastal sea water	Gp0089021
89023	Ammonia-oxidizing marine microbial communities from Monterey Bay, California, USA - CAN11_48_BLW_10	ENVO:00000447	marine biome	ENVO:00000032	bay	ENVO:00002150	coastal sea water	Gp0089023
89025	Ammonia-oxidizing marine microbial communities from Monterey Bay, California, USA - CAN11_54_BLW_10	ENVO:00000447	marine biome	ENVO:00000032	bay	ENVO:00002150	coastal sea water	Gp0089025
91307	Marine microbial communities from expanding oxygen minimum zones in the Saanich Inlet -  SI037_S2LV_100m_DNA	ENVO:00000447	marine biome	ENVO:00000137 		ENVO:00002150	coastal sea water	Gp0091307
91309	Marine microbial communities from expanding oxygen minimum zones in the Saanich Inlet -  SI037_S2LV_150m_DNA	ENVO:00000447	marine biome	ENVO:00000137 		ENVO:00002150	coastal sea water	Gp0091309
91310	Marine microbial communities from expanding oxygen minimum zones in the Saanich Inlet -  SI037_S2LV_200m_DNA	ENVO:00000447	marine biome	ENVO:00000137 		ENVO:00002150	coastal sea water	Gp0091310
91313	Marine microbial communities from expanding oxygen minimum zones in the Saanich Inlet -  SI037_S3LV_150m_DNA	ENVO:00000447	marine biome	ENVO:00000137 		ENVO:00002150	coastal sea water	Gp0091313
91316	Marine microbial communities from expanding oxygen minimum zones in the Saanich Inlet -  SI037_S4LV_130m_DNA	ENVO:00000447	marine biome	ENVO:00000137 		ENVO:00002150	coastal sea water	Gp0091316
91318	Marine microbial communities from expanding oxygen minimum zones in the Saanich Inlet -  SI037_S4LV_200m_DNA	ENVO:00000447	marine biome	ENVO:00000137 		ENVO:00002150	coastal sea water	Gp0091318
91319	Marine microbial communities from expanding oxygen minimum zones in the Saanich Inlet -  SI072_LV_10m_DNA	ENVO:00000447	marine biome	ENVO:00000137 		ENVO:00002150	coastal sea water	Gp0091319
91322	Marine microbial communities from expanding oxygen minimum zones in the Saanich Inlet -  SI072_LV_135m_DNA	ENVO:00000447	marine biome	ENVO:00000137 		ENVO:00002150	coastal sea water	Gp0091322
91702	Marine microbial communities from expanding oxygen minimum zones in the Saanich Inlet -  SI072_LV_165m_DNA	ENVO:00000447	marine biome	ENVO:00000137 		ENVO:00002150	coastal sea water	Gp0091702
91704	Marine microbial communities from expanding oxygen minimum zones in the Saanich Inlet -  SI074_LV_165m_DNA	ENVO:00000447	marine biome	ENVO:00000137 		ENVO:00002150	coastal sea water	Gp0091704
91324	Marine microbial communities from expanding oxygen minimum zones in the Saanich Inlet -  SI072_LV_200m_DNA	ENVO:00000447	marine biome	ENVO:00000137 		ENVO:00002150	coastal sea water	Gp0091324
91325	Marine microbial communities from expanding oxygen minimum zones in the Saanich Inlet -  SI073_LV_10m_DNA	ENVO:00000447	marine biome	ENVO:00000137 		ENVO:00002150	coastal sea water	Gp0091325
91327	Marine microbial communities from expanding oxygen minimum zones in the Saanich Inlet -  SI073_LV_120m_DNA	ENVO:00000447	marine biome	ENVO:00000137 		ENVO:00002150	coastal sea water	Gp0091327
